date,startup,vertical,subvertical,city,investors,round,amount,month,year
2017-06-22,Julia Computing,technology,Open Source Language for Data Science and Machine Learning,Bangalore,"General Catalyst, Founder Collective",Private Equity,4.6,6,2017
2017-06-22,Kissht,consumer internet,Consumer Lending platform,Mumbai,"Endiya Partners, Ventureast",Private Equity,2.0,6,2017
2017-06-22,Explore Life traveling,consumer internet,Local homes booking platform,Bangalore,"Mekin Maheshwari, Bharat Vijay, Krish Seshadri, Amar Arsikere",Seed Funding,0.5,6,2017
2017-06-23,Loantap,consumer internet,Lending platform for salaried professionals,Mumbai,"Kae Capital, India Quotient, IFMR, and MAS Financial Services Ltd",Private Equity,4.0,6,2017
2017-06-23,Voxweb,consumer internet,Mobile based social networking platform,Mumbai,Undisclosed investors,Seed Funding,1.0,6,2017
2017-06-26,HUG Innovations,technology,Gesture based\\xc2\\xa0 Smartwatch manufacturer,Hyderabad,"Mohit Srivastav, Kishore Ganji, Venkat Vallabhaneni, Rajeev Menon",Private Equity,5.0,6,2017
2017-06-26,Flipkart,ecommerce,Online marketplace,Bangalore,Naspers,Private Equity,71.0,6,2017
2017-06-26,V Resorts,consumer internet,Holiday & Vacation resort aggregator,Noida,"Seedfund, RB International",Private Equity,4.0,6,2017
2017-06-27,Stashfin,consumer internet,Personal Finance App,New Delhi,"Snow Leopard Ventures, Alto Partners",Private Equity,5.0,6,2017
2017-06-27,Spares Hub,ecommerce,Automobile parts marketplace,Pune,"The Chennai Angels, Anthill Scale Ventures, Esvee Technologies Inc, Inc95 Consulting",Seed Funding,0.311,6,2017
2017-06-28,Rubique,consumer internet,Online Marketplace for financial products,Mumbai,"Kalaari Capital, Udayan Goyal",Private Equity,3.0,6,2017
2017-06-28,Niki.ai,consumer internet,AI Based Personal Assistant,Bangalore,"SAP.iO, Unilazer Ventures",Private Equity,2.0,6,2017
2017-06-29,Fitpass,consumer internet,Online Fitness Marketplace,New Delhi,"Abhinav Bindra, Gaurav Marya",Private Equity,1.0,6,2017
2017-06-30,Tagos Design,technology,in-video discovery platform,Bangalore,Undisclosed Investors,Private Equity,5.0,6,2017
2017-06-30,UrbanClap,consumer internet,Mobile Services Marketplace,Gurgaon,"Vy Capital, SAIF Partners, Accel Partner, Bessemer Venture Partners",Private Equity,21.0,6,2017
2017-05-01,Ace2three,consumer internet,Online Rummy playing Website,Hyderabad,Clairvest Group,Private Equity,73.7,5,2017
2017-05-01,Power2SME,ecommerce,Buying portal for SMEs,Gurgaon,International Finance Corporation,Private Equity,10.0,5,2017
2017-05-02,Innovapptive,technology,Enterprise Mobility Solutions,Hyderabad,Hyderabad Angels,Seed Funding,1.5,5,2017
2017-05-02,4tigo,logistics,Truck Network company,Bangalore,"Accel Partners, Nandan Nilekani,",Private Equity,10.0,5,2017
2017-05-02,ZippServe,consumer internet,Real estate risk assessment platform,Bangalore,undisclosed investors,Seed Funding,0.39,5,2017
2017-05-03,Ola,consumer internet,Cab Aggregation App,Bangalore,"Falcon Edge Capital,\\xc2\\xa0 Capital Advisers",Private Equity,104.5,5,2017
2017-05-03,Sumeru,technology,Software & Mobile development services,Bangalore,undisclosed investors,Seed Funding,1.0,5,2017
2017-05-05,Balance App,consumer internet,Money Savings & Management App,Bangalore,Rainmatter,Seed Funding,0.233,5,2017
2017-05-08,YepMe,ecommerce,Private Label Fashion etailer,Gurgaon,"Rainbow Digital Services Pvt. Ltd, ILearnFinance Academy Pvt. Ltd.",Private Equity,0.7,5,2017
2017-05-08,MyGreens,food  beverage,Cold-press Juices manufacturer,New Delhi,"Ajay Relan, LetsVenture",Seed Funding,1.0,5,2017
2017-05-08,Ace Turtle,technology,Omni-Channel Platform,Bangalore,"Vertex Ventures, C31 Ventures",Private Equity,5.0,5,2017
2017-05-08,CureFit,technology,Health-Tech Platform,Bangalore,"Trifecta Capital Advisors LLP, Prathithi Investment Trust, RNT Capital, Gokul Rajaram, Aditya Agarwal, Ruchi Sanghvi & others",Private Equity,3.2,5,2017
2017-05-09,Curie Labs,technology,Energy Analytics startup,New Delhi,Satoshi Studios,Seed Funding,0.05,5,2017
2017-05-10,Vidooly,consumer internet,Video Intelligence platform,Noida,"Times Internet, GVFL",Private Equity,1.4,5,2017
2017-05-10,Shopclues,ecommerce,Online marketplace,Gurgaon,InnoVen Capital,Private Equity,7.7,5,2017
2017-05-10,Fourth Ambit,consumer internet,Community Building platform,Bangalore,1Crowd,Seed Funding,0.6,5,2017
2017-05-11,Early Salary,consumer internet,Online lending platform,Pune,"DG Ventures India, Dewan Housing Finance Corp",Private Equity,4.0,5,2017
2017-05-12,Legal Raasta,consumer internet,Legal Services to SMEs & Individuals,New Delhi,Impanix Capital,Private Equity,5.0,5,2017
2017-05-12,Remit Guru,consumer internet,Digital money transfer platform,Mumbai,"Infibeam, CCavenue",Private Equity,0.466,5,2017
2017-05-12,Aequm,ecommerce,Cloud ECommerce platform,Bangalore,undisclosed investors,Seed Funding,1.0,5,2017
2017-05-15,Zapty,technology,Project Management tool,Bangalore,IdeaSpring Capital,Seed Funding,0.5,5,2017
2017-05-16,Telr,technology,Online Payment Gateway,Mumbai,Innovations East,Private Equity,3.0,5,2017
2017-05-16,Fynd,ecommerce,Fashion ECommerce Portal,Mumbai,Rocketship,Private Equity,0.5,5,2017
2017-05-17,Genie,consumer internet,hyperlocal delivery and logistics mobile app,Chennai,undisclosed investors,Seed Funding,0.25,5,2017
2017-05-17,Paysense,consumer internet,Online Lending platform,Mumbai,Jungle Ventures,Private Equity,5.3,5,2017
2017-05-18,The Good Life,ecommerce,Online Luxury Tea etailer,Mumbai,"Ayesha Takia Azmi, Abu Farhan Azmi",Seed Funding,1.0,5,2017
2017-05-18,Paytm,ecommerce,Mobile Wallet & ECommerce platform,Bangalore,SoftBank Group,Private Equity,1400.0,5,2017
2017-05-19,EzCred,consumer internet,Consumer Lending Platform,Bangalore,"Dheeraj Pandey, Rajesh Yohannan, Akash Garg",Seed Funding,1.0,5,2017
2017-05-22,Delhivery,logistics,ECommerce Logistics provider,New Delhi,Fosun International,Private Equity,30.0,5,2017
2017-05-22,ZipGrid,consumer internet,"Cashless, paperless solutions for Housing societies",Mumbai,"JLL, 1Crowd",Seed Funding,0.5,5,2017
2017-05-23,Magicpin,consumer internet,Hyperlocal discovery platform,Gurgaon,"Lightspeed Venture Partners, Vy Capital,",Private Equity,6.6,5,2017
2017-05-23,Box8,consumer internet,Food Delivery Platform,Mumbai,Trifecta Capital,Private Equity,1.0,5,2017
2017-05-24,GenNext Students,consumer internet,Online Tutoring Services,Mumbai,Undisclosed Investors,Seed Funding,0.58,5,2017
2017-05-25,Aye Finance,finance,Non-Banking Financial Company,Gurgaon,Blue Orchard,Private Equity,8.0,5,2017
2017-05-29,Collateral Medical,ecommerce,Online Medical equipment supplier,Mumbai,Carpediem Capital,Private Equity,3.5,5,2017
2017-05-30,Supr Daily,consumer internet,Subscription based delivery platform,Mumbai,"Soma Capital, Great Oaks Ventures, 122 West Ventures",Private Equity,1.5,5,2017
2017-05-30,Swiggy,consumer internet,Online food delivery platform,Bangalore,"Nasper, Accel India, SAIF Partners, Bessemer Venture Partners, Harmony Partners, Norwest Venture Partners",Private Equity,80.0,5,2017
2017-05-31,SastaSundar,ecommerce,Online Pharmacy,Kolkata,Rohto Pharmaceutical,Private Equity,5.0,5,2017
2017-05-31,Magicpin,consumer internet,Hyperlocal Discovery\\xc2\\xa0 & Rewards platform,Gurgaon,"Lightspeed India Partners, Waterbridge Ventures",Private Equity,7.0,5,2017
2017-04-01,Cashe,consumer internet,Online & Mobile based Lending platform,Mumbai,"Mathew Cyriac, Florintree Advisors,",Private Equity,3.8,4,2017
2017-04-03,Eruditus,education,Executive Education Provider,Mumbai,Bertelsmann India,Private Equity,8.2,4,2017
2017-04-03,Healthcare at Home,healthcare,Home Healthcare Provider,Noida,Quadria Capital Advisors,Private Equity,40.0,4,2017
2017-04-04,WayCool,food  beverage,Fresh-Produce Distribution Platform,Chennai,Aspada Investments,Private Equity,2.7,4,2017
2017-04-04,Perfios,technology,Fin-Tech Solutions,Bangalore,Bessemer Venture Partners,Private Equity,6.1,4,2017
2017-04-04,Whatfix,technology,Interactive Tech-Support Guides,Bangalore,"Stellaris Venture Partners, Helion Venture Partners, Powerhouse Ventures, Gokul Rajaram, Girish Mathrubootham, Aneesh Reddy, Vispi Daver",Private Equity,3.69,4,2017
2017-04-04,ElastiRun,technology,App based Logistics & Distribution platform,Pune,"Kalaari Capital, Norwest Venture Partners",Private Equity,7.0,4,2017
2017-04-04,Trukky,consumer internet,Online Truck Aggregator & Booking platform,Ahmedabad,"Keyur Joshi, Pavan Bakeri",Seed Funding,0.5,4,2017
2017-04-04,Konsult App,consumer internet,App based Doctor Consulting platform,New Delhi,"Koen Bouwers, Lomesh Agarwal, Jeroen Mensen, Pablo van den Bosch & Others",Seed Funding,0.5,4,2017
2017-04-05,Fingerlix,consumer internet,Food Delivery Platform,Mumbai,Zephyr Peacock India,Private Equity,3.0,4,2017
2017-04-06,Medwell Ventures,healthcare,Home-Based Healthcare provider,Bangalore,"Mahindra Partners, Eight Roads Ventures, F-Prime Capital Partners",Private Equity,21.0,4,2017
2017-04-06,Mech Mocha,consumer internet,Mobile gaming startup,Bangalore,"Accel Partners, Shunwei Capital",Private Equity,5.0,4,2017
2017-04-07,PharmEasy,ecommerce,Online Pharmacy,Mumbai,"Bessemer Venture Partners, Orios Venture Partners, Trifecta Capital,",Private Equity,18.0,4,2017
2017-04-08,FastFox,consumer internet,Online rental discovery platform,Gurgaon,"Lightspeed India Partners, Blume Ventures, CyberAgent Ventures, GrowX Ventures, IMJ Investment Partners",Private Equity,4.6,4,2017
2017-04-10,Omnify,technology,SaaS platform for SMEs,Bangalore,"Rajan Anandan, L.D Sharma, Saurabh Arora",Seed Funding,0.15,4,2017
2017-04-10,Capital Float,consumer internet,Online Lending Platform for SME,Bangalore,Mahindra and Mahindra Financial Services,Private Equity,2.3,4,2017
2017-04-11,Ninjacart,ecommerce,B2B agri-marketing platform,Bangalore,"Accel Partners, Nandan Nilekani\\xe2\\x80\\x99s NRJN Trust, Mistletoe, Qualcomm Ventures, M&S Partners",Private Equity,5.5,4,2017
2017-04-11,MergerWare,technology,Software solutions for M&As,Bangalore,Philippe Bouchet,Seed Funding,0.1,4,2017
2017-04-12,Clovia,ecommerce,Online lingerie & Sleepwear etailer,New Delhi,"Ivycap Ventures Advisors, Singularity Ventures and Ravi Dhariwal",Private Equity,4.0,4,2017
2017-04-12,Emiza,logistics,Third Party Logistics provider,Mumbai,"Mayfield, Nishant Rao, Dileep Nath",Private Equity,4.5,4,2017
2017-04-12,HackerEarth,consumer internet,Online Skill Assessment Platform,Bangalore,"DHI Group Inc, Prime Venture Partners, Beenext, Beenos, Digital Garage, BizReach",Private Equity,4.5,4,2017
2017-04-12,Squadrun,technology,Software-As-a-Service Platform,Noida,"Blume Ventures, Contrarian Capital, 91springboard, Emergent Ventures, Abstract Ventures, Anthill Ventures, Axilor Ventures",Private Equity,2.1,4,2017
2017-04-13,WeAreHolidays,consumer internet,Travel Packages & Planner marketplace,Gurgaon,"Urrshila Kerkar,",Private Equity,7.7,4,2017
2017-04-14,Ola Cabs,consumer internet,Cab Aggregator App,Bangalore,SIMI Pacific Pte,Private Equity,260.0,4,2017
2017-04-15,Myly,consumer internet,Mobile App for Schools,Jaipur,mall Industries Development Bank of India (SIDBI),Seed Funding,0.31,4,2017
2017-04-17,CrediHealth,consumer internet,Online Medical Assistance platform,Gurgaon,"Tolaram Inc, Mountain Pine Capital",Private Equity,1.5,4,2017
2017-04-17,Snackible,food  beverages,Healthy Snacks manufacturer,Mumbai,"Nibhrant Shah, Anandbir Singh, Anirudh Sheth, Pratik Singhi, Vikram Mehta, Murali Nair",Seed Funding,0.175,4,2017
2017-04-17,Be U Salons,consumer internet,Online Salon discovery & Booking Services,New Delhi,"Gaurav Kachru, Sundeep Singh Sahni, Jatin Aneja, Arun Malhotra",Seed Funding,0.62,4,2017
2017-04-17,LendingKart,consumer internet,Lending platform for small businesses,Ahmedabad,Anicut Capital,Private Equity,4.65,4,2017
2017-04-18,Innefu Security Consulting,technology,Cyber Security solutions using AI,New Delhi,IndiaNivesh Venture Capital Fund,Private Equity,2.0,4,2017
2017-04-18,Whodat,technology,Markerless AR platform,Bangalore,Ideaspring Capital,Private Equity,0.6,4,2017
2017-04-18,Absentia VR,technology,Virtual Reality Startup,Bangalore,Exfinity Venture Partners,Private Equity,1.25,4,2017
2017-04-19,IOTrek,technology,IoT Platform for Bus,New Delhi,Undisclosed Investor,Seed Funding,0.155,4,2017
2017-04-20,HolaChef,consumer internet,Online Food Delivery,Mumbai,"SIDBI Venture Capital Ltd, Kalaari Capital",Private Equity,3.0,4,2017
2017-04-21,Video Ken,consumer internet,Video Based Collaborative Learning,Bangalore,"Ravi Garikipati, Surot Chatterjee, Ashish Agrawal, LG Chandrasekhar, Sashi Reddi",Seed Funding,1.0,4,2017
2017-04-24,Faasos,food  beverage,QSR chain and online food delivery,Pune,"Ligthbox Ventures II, Lightbox Expansion Fund, Sequoia Capital India, RuNet South Asia, RB Investments",Private Equity,6.3,4,2017
2017-04-24,Oyo Rooms,consumer internet,Branded Budget Hotels Aggregator,Gurgaon,"SoftBank Vision Fund, Lightspeed Venture Partners, Sequoia Capital India Advisors, Greenoaks Capital Partners",Private Equity,250.0,4,2017
2017-04-24,Toppr,consumer internet,Learning mobile app for students,Mumbai,WGG International,Private Equity,3.2,4,2017
2017-04-25,The Office Pass,consumer internet,CoWorking Spaces booking platform,Gurgaon,"Arun Tadanki, Aditya Verma",Seed Funding,0.245,4,2017
2017-04-25,UrbanClap,consumer internet,Mobile Services Marketplace,Gurgaon,Trifecta Capital,Private Equity,3.1,4,2017
2017-04-26,Awfis,consumer internet,Collaborative co-Working Spaces,Mumbai,Sequoia India,Private Equity,20.0,4,2017
2017-04-26,Flytxt,technology,Customer data analytics software,Mumbai,DAH Beteiligungs GmbH,Private Equity,11.0,4,2017
2017-04-26,Howdy Ventures,consumer internet,Public and Private Events creation app,Chennai,S. Xavier Britto,Seed Funding,1.5,4,2017
2017-04-26,StalkBuyLove,ecommerce,Online fashion marketplace,New Delhi,Trifecta Capital,Private Equity,1.0,4,2017
2017-04-27,Scootsy,consumer internet,On-Demand Food Delivery,Mumbai,"Agnus Capital, Khattar Holdings",Private Equity,3.6,4,2017
2017-04-27,iNurture,consumer internet,Online Educational courses,Bangalore,BlackSoil Capital Pvt. Ltd,Private Equity,1.5,4,2017
2017-04-28,Sepalika,consumer internet,Healthcare related content platform,New Delhi,Accel Partners,Seed Funding,0.75,4,2017
2017-03-01,Ola,consumer internet,App based cab aggregator,Bangalore,SoftBank Group Corp,Private Equity,330.0,3,2017
2017-03-01,Belong,consumer internet,Online Jon Portal,Bangalore,Sequoia Capital India,Private Equity,10.0,3,2017
2017-03-02,Celes Care,consumer internet,Women Healthcare & Information portal,Hyderabad,"Ventureast, Endiya Partners, Eight Roads Ventures, F-Prime Capital Partners",Private Equity,1.5,3,2017
2017-03-02,Karomi,technology,Packaging Artwork Management software,Chennai,Ideaspring Capital,Seed Funding,0.5,3,2017
2017-03-02,Red Carpet,consumer internet,Micro Lending platform,Gurgaon,Lightspeed Venture Partners,Private Equity,2.5,3,2017
2017-03-02,CreditMantri,consumer internet,Online Credit score & lending platform,Chennai,Quona Capital,Private Equity,7.6,3,2017
2017-03-03,Tydy,technology,Employee Onboarding and Engagement platform,Bangalore,"Bhupen Shah, Jayesh Parekh, Sanjay Sathe",Seed Funding,0.275,3,2017
2017-03-03,Oho Shop,technology,eCommerce Mobile App Builder,Ahmedabad,"Bennett, Coleman and Company Ltd",Private Equity,6.7,3,2017
2017-03-03,Paytm Marketplace,ecommerce,ECommerce Marketplace,Bangalore,Alibaba,Private Equity,200.0,3,2017
2017-03-04,iGenetics,healthcare,Health Diagnostic Solutions,Mumbai,CDC Group Plc,Private Equity,19.5,3,2017
2017-03-06,Juno Clinic,consumer internet,Online Counseling Platform,Mumbai,Atul Nishar,Seed Funding,1.2,3,2017
2017-03-06,Summerlabel,consumer internet,Fashion and Lifestyle discovery platform,Gurgaon,"Aneesh Seth, Tushar Mittal",Seed Funding,0.15,3,2017
2017-03-06,PickMe,consumer internet,Gadget Insurance & Repair Services platform,Mumbai,SIDBI Venture Capital Fund,Private Equity,1.79,3,2017
2017-03-07,Agrostar,technology,Direct-to-Farmer Mobile-Based Retail platform,Pune,Accel Partners,Private Equity,10.0,3,2017
2017-03-07,Zapr,technology,"DSP, TV Analytics & Cross-Platform advertising",Bangalore,Star India Pvt Ltd,Private Equity,10.0,3,2017
2017-03-07,Data Resolve,technology,Cyber Security Solutions,Noida,IDFC Parampara Early Stage Opportunities Fund,Private Equity,1.0,3,2017
2017-03-07,Book Servicing,consumer internet,Online Vehicle Services Booking platform,New Delhi,National Science and Technology Entrepreneurship Development Board,Seed Funding,0.03,3,2017
2017-03-07,Blowhorn,consumer internet,Intra-City Logistics provider,Bangalore,"IDG Ventures India, Michael & Susan Dell Foundation, Draper Associates, Unitus Seed Fund",Private Equity,3.65,3,2017
2017-03-08,Rivigo,logistics,Technology Enabled Logistics Company,Gurgaon,Private Sector Banks (Debt Funding),Private Equity,15.0,3,2017
2017-03-08,PipeCandy,technology,Intelligent Sales Prospecting Platform,Chennai,"IDG ventures, Axilor Ventures, Emergent Ventures, Indian Angel Network",Seed Funding,1.1,3,2017
2017-03-08,Supr Daily,consumer internet,Subscription based Home Delivery Platform,Mumbai,Y Combinator,Seed Funding,0.12,3,2017
2017-03-09,AppBrowzer,consumer internet,Instant Mobile Apps Store,Bangalore,Deepak Gurnani,Seed Funding,0.5,3,2017
2017-03-09,MagicBricks,consumer internet,Online Real Estate Portal,Mumbai,Times Internet Ltd,Private Equity,4.5,3,2017
2017-03-10,PeeBuddy,healthcare,Female Hygiene product manufacturer,New Delhi,Indian Angel Network,Seed Funding,0.443,3,2017
2017-03-10,Lavelle Networks,technology,SDN Solutions,Bangalore,Ideaspring Capital,Seed Funding,0.6,3,2017
2017-03-15,LatestOne,ecommerce,Tech Accessories e-tailer,Hyderabad,"Florintree, Mathew Cyriac, Chidambaram Palaniappan, Bharat Sheth",Private Equity,3.35,3,2017
2017-03-15,Frapperz,consumer internet,On-demand home services provider,Kolkata,Undisclosed Investor,Seed Funding,0.1,3,2017
2017-03-16,mPaani,consumer internet,Loyalty rewards app,Mumbai,"IDG Ventures, Blume Ventures, Saha Fund,",Private Equity,1.35,3,2017
